BOOKID,ORDER_DATE,CARRID,CONNID,FLDATE,WEEKDAY,MONTH,DAYS_BOOKED_AHEAD,LUGGWEIGHT,CUSTTYPE,COUNTER,AGENCYNUM,INVOICE,COUNTRYFR,CITYFROM,AIRPFROM,COUNTRYTO,CITYTO,AIRPTO,FLTIME,DEPTIME,ARRTIME,PERIOD,CLASS,BOOKED_PRICE,TPRICE_180N,TPRICE_90N,TPRICE_30N,TPRICE_7N
928,20220924,SQ,2,20221122,1,11,59,0,P,0,117,,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1520.7876,1368.70884,1406.72853,1520.7876,1596.82698
1058,20220906,SQ,2,20221122,1,11,77,0,P,0,105,,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1520.7876,1368.70884,1406.72853,1520.7876,1596.82698
1182,20221129,SQ,2,20230210,4,2,73,0,P,0,105,X,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1520.7876,1368.70884,1406.72853,1520.7876,1596.82698
2015,20220528,SQ,15,20220902,4,9,97,0,P,0,87,X,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1520.7876,1368.70884,1520.7876,1596.82698,1612.034856
2025,20220629,SQ,15,20220902,4,9,65,0,P,0,105,X,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1520.7876,1368.70884,1406.72853,1520.7876,1596.82698
2048,20220430,SQ,15,20220902,4,9,125,0,P,0,110,X,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1520.7876,1368.70884,1520.7876,1596.82698,1612.034856
612,20220602,DL,106,20220831,2,8,90,0,P,0,117,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,511.407,460.2663,511.407,536.97735,542.09142
804,20220803,DL,106,20220831,2,8,28,0,P,0,87,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,511.407,460.2663,473.051475,485.83665,511.407
1816,20221031,AA,17,20230430,6,4,181,0,P,0,105,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,353.9952,353.9952,371.69496,375.234912,378.774864
1843,20221104,AA,17,20230430,6,4,177,0,P,0,117,,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,353.9952,318.59568,353.9952,371.69496,375.234912
1827,20221203,JL,407,20230502,1,5,150,0,P,0,105,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
3435,20221005,JL,408,20230212,6,2,130,0,P,0,117,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
339,20220212,SQ,2,20220615,2,6,123,0,P,0,105,X,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1360.7007,1224.63063,1360.7007,1428.735735,1442.342742
610,20220612,SQ,2,20220903,5,9,83,0,P,0,87,X,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1360.7007,1224.63063,1258.6481475,1360.7007,1428.735735
1291,20221024,SQ,2,20230210,4,2,109,0,P,0,87,,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1360.7007,1224.63063,1360.7007,1428.735735,1442.342742
1463,20221119,SQ,2,20230210,4,2,83,0,P,0,105,X,SG,SINGAPORE,SIN,US,SAN FRANCISCO,SFO,11105,170000,192500,2,Y,1520.7876,1368.70884,1406.72853,1520.7876,1596.82698
2052,20220728,SQ,15,20220902,4,9,36,0,P,0,117,,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1360.7007,1224.63063,1258.6481475,1360.7007,1428.735735
2284,20220706,SQ,15,20221121,0,11,138,0,P,0,110,,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1520.7876,1368.70884,1520.7876,1596.82698,1612.034856
2329,20220820,SQ,15,20221121,0,11,93,0,P,0,110,X,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1360.7007,1224.63063,1360.7007,1428.735735,1442.342742
2415,20220906,SQ,15,20221121,0,11,76,0,P,0,87,,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1360.7007,1224.63063,1258.6481475,1360.7007,1428.735735
2463,20221011,SQ,15,20221121,0,11,41,0,P,0,105,,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1360.7007,1224.63063,1258.6481475,1360.7007,1428.735735
2868,20221008,SQ,15,20230430,6,4,204,0,P,0,105,X,US,SAN FRANCISCO,SFO,SG,SINGAPORE,SIN,11125,160000,24500,2,Y,1520.7876,1520.7876,1596.82698,1612.034856,1627.242732
302,20220127,UA,941,20220615,2,6,139,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,695.4912,730.26576,737.220672
332,20220531,UA,941,20220615,2,6,15,0,P,0,87,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,660.71664,695.4912
380,20220424,UA,941,20220615,2,6,52,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,695.4912,730.26576
583,20220821,UA,941,20220903,5,9,13,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,660.71664,695.4912
613,20220414,UA,941,20220903,5,9,142,0,P,0,87,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,695.4912,730.26576,737.220672
661,20220604,UA,941,20220903,5,9,91,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,695.4912,730.26576,737.220672
775,20220617,UA,941,20220903,5,9,78,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,695.4912,730.26576
812,20220704,UA,941,20220903,5,9,61,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,695.4912,730.26576
1337,20221107,UA,941,20221122,1,11,15,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,660.71664,695.4912
1347,20220713,UA,941,20221122,1,11,132,0,P,0,105,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,695.4912,730.26576,737.220672
1456,20220827,UA,941,20221122,1,11,87,0,P,0,87,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,695.4912,730.26576
1504,20220911,UA,941,20221122,1,11,72,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,643.32936,695.4912,730.26576
2742,20221107,UA,941,20230210,4,2,95,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,695.4912,625.94208,695.4912,730.26576,737.220672
942,20220817,UA,941,20220903,5,9,17,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,736.40934,756.865155,777.32097,818.2326
1223,20220710,UA,941,20221122,1,11,135,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,736.40934,818.2326,859.14423,867.326556
1374,20221019,UA,941,20221122,1,11,34,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,736.40934,756.865155,818.2326,859.14423
1426,20220813,UA,941,20221122,1,11,101,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,736.40934,818.2326,859.14423,867.326556
2779,20221020,UA,941,20230210,4,2,113,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,736.40934,818.2326,859.14423,867.326556
2909,20221008,UA,941,20230210,4,2,125,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,736.40934,818.2326,859.14423,867.326556
3341,20220802,UA,941,20230720,3,7,352,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,818.2326,818.2326,859.14423,867.326556,875.508882
520,20220506,AA,17,20220902,4,9,119,0,P,0,87,,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,393.3342,413.00091,416.934252
951,20220816,AA,17,20221121,0,11,97,0,P,0,110,,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,393.3342,413.00091,416.934252
963,20220803,AA,17,20221121,0,11,110,0,P,0,87,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,393.3342,413.00091,416.934252
996,20220730,AA,17,20221121,0,11,114,0,P,0,110,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,393.3342,413.00091,416.934252
1254,20220807,AA,17,20221121,0,11,106,0,P,0,105,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,393.3342,413.00091,416.934252
568,20220418,AA,17,20220902,4,9,137,0,P,0,105,,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,353.9952,318.59568,353.9952,371.69496,375.234912
692,20220514,AA,17,20220902,4,9,111,0,P,0,105,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,353.9952,318.59568,353.9952,371.69496,375.234912
715,20220408,AA,17,20220902,4,9,147,0,P,0,110,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,353.9952,318.59568,353.9952,371.69496,375.234912
1244,20221106,AA,17,20221121,0,11,15,0,P,0,87,X,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,353.9952,318.59568,327.44556,336.29544,353.9952
1069,20220729,AZ,789,20220902,4,9,35,0,P,0,87,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,875.5,787.95,809.8375,875.5,919.275
1517,20220627,AZ,789,20221121,0,11,147,0,P,0,105,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,927,834.3,927,973.35,982.62
1912,20220910,AZ,789,20230430,6,4,232,0,P,0,87,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,927,927,973.35,982.62,991.89
785,20220805,UA,941,20220903,5,9,29,0,P,0,105,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,699.59064,736.4112
864,20220514,UA,941,20220903,5,9,112,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2831,20221011,UA,941,20230210,4,2,122,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2861,20220928,UA,941,20230210,4,2,135,0,P,0,87,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
3060,20221125,UA,941,20230210,4,2,77,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
3190,20221105,UA,941,20230501,0,5,177,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
3304,20221126,UA,941,20230501,0,5,156,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
1158,20220408,AZ,789,20220902,4,9,147,0,P,0,117,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,978.5,880.65,978.5,1027.425,1037.21
1188,20220525,AZ,789,20220902,4,9,100,0,P,0,87,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,978.5,880.65,978.5,1027.425,1037.21
1338,20221030,AZ,789,20221121,0,11,22,0,P,0,110,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,978.5,880.65,905.1125,929.575,978.5
1350,20221110,AZ,789,20221121,0,11,11,0,P,0,87,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,978.5,880.65,905.1125,929.575,978.5
1439,20220808,AZ,789,20221121,0,11,105,0,P,0,117,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,978.5,880.65,978.5,1027.425,1037.21
1922,20220815,AZ,789,20230430,6,4,258,0,P,0,105,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,978.5,978.5,1027.425,1037.21,1046.995
213,20220203,UA,941,20220615,2,6,132,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,777.3219,816.187995,823.961214
1145,20220729,UA,941,20221122,1,11,116,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,777.3219,816.187995,823.961214
3033,20221013,UA,941,20230210,4,2,120,0,P,0,105,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,777.3219,816.187995,823.961214
1383,20221111,AZ,789,20221121,0,11,10,0,P,0,110,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,1030,927,952.75,978.5,1030
99,20220424,UA,941,20220615,2,6,52,0,P,0,105,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,719.0227575,777.3219,816.187995
250,20220426,UA,941,20220615,2,6,50,0,P,0,117,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,719.0227575,777.3219,816.187995
494,20220601,UA,941,20220615,2,6,14,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,719.0227575,738.455805,777.3219
894,20220727,UA,941,20220903,5,9,38,0,P,0,87,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,719.0227575,777.3219,816.187995
1175,20220921,UA,941,20221122,1,11,62,0,P,0,87,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,719.0227575,777.3219,816.187995
3023,20221112,UA,941,20230210,4,2,90,0,P,0,87,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,777.3219,699.58971,777.3219,816.187995,823.961214
10203,20220915,LH,2402,20230212,6,2,150,0,P,0,105,X,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,217.8,196.02,217.8,228.69,230.868
10282,20220924,LH,2402,20230212,6,2,141,0,P,0,117,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,242,217.8,242,254.1,256.52
10079,20221103,LH,2402,20230212,6,2,101,0,P,0,105,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,217.8,196.02,217.8,228.69,230.868
10193,20221125,LH,2402,20230212,6,2,79,0,P,0,87,X,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,229.89,206.901,212.64825,229.89,241.3845
10230,20220927,LH,2402,20230212,6,2,138,0,P,0,117,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,217.8,196.02,217.8,228.69,230.868
10360,20220807,LH,2402,20230503,2,5,269,0,P,0,105,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,229.89,229.89,241.3845,243.6834,245.9823
1538,20221013,QF,5,20230211,5,2,121,0,P,0,117,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,464.5102,418.05918,464.5102,487.73571,492.380812
1335,20221019,QF,5,20230211,5,2,115,0,P,0,105,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,488.9568,440.06112,488.9568,513.40464,518.294208
1459,20221130,QF,5,20230211,5,2,73,0,P,0,105,X,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,440.0636,396.05724,407.05883,440.0636,462.06678
1486,20221020,QF,5,20230211,5,2,114,0,P,0,117,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,440.0636,396.05724,440.0636,462.06678,466.467416
1057,20220822,AZ,789,20220902,4,9,11,0,P,0,110,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,1030,927,952.75,978.5,1030
1079,20220705,AZ,789,20220902,4,9,59,0,P,0,105,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,1030,927,952.75,1030,1081.5
1102,20220606,AZ,789,20220902,4,9,88,0,P,0,110,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,1030,927,952.75,1030,1081.5
1469,20221024,AZ,789,20221121,0,11,28,0,P,0,87,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,1030,927,952.75,978.5,1030
1106,20220731,AZ,789,20220902,4,9,33,0,P,0,117,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,875.5,787.95,809.8375,875.5,919.275
1236,20220511,AZ,789,20220902,4,9,114,0,P,0,105,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,875.5,787.95,875.5,919.275,928.03
1360,20220808,AZ,789,20221121,0,11,105,0,P,0,105,X,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,875.5,787.95,875.5,919.275,928.03
1387,20220813,AZ,789,20221121,0,11,100,0,P,0,117,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,875.5,787.95,875.5,919.275,928.03
1949,20221201,AZ,789,20230719,2,7,230,0,P,0,117,,JP,TOKYO,TYO,IT,ROME,FCO,1940,114500,192500,2,Y,875.5,875.5,919.275,928.03,936.785
10031,20221202,LH,2402,20230212,6,2,72,0,P,0,87,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,Y,229.89,206.901,212.64825,229.89,241.3845
1449,20220914,QF,5,20230211,5,2,150,0,P,0,87,X,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,415.6108,374.04972,415.6108,436.39134,440.547448
1568,20220810,QF,5,20230502,1,5,265,0,P,0,87,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,415.6108,415.6108,436.39134,440.547448,444.703556
1616,20220731,QF,5,20230502,1,5,275,0,P,0,105,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,415.6108,415.6108,436.39134,440.547448,444.703556
719,20220806,AA,17,20220902,4,9,27,0,P,0,117,,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,363.834135,373.66749,393.3342
1281,20220626,AA,17,20221121,0,11,148,0,P,0,117,,US,NEW YORK,JFK,US,SAN FRANCISCO,SFO,1361,110000,140100,2,Y,393.3342,354.00078,393.3342,413.00091,416.934252
674,20220919,AZ,555,20230430,6,4,223,0,P,0,105,,IT,ROME,FCO,DE,FRANKFURT,FRA,1125,190000,210500,2,Y,175.75,175.75,184.5375,186.295,188.0525
1950,20220922,LH,400,20230212,6,2,143,0,P,0,116,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,666,599.4,666,699.3,705.96
4760,20220701,LH,402,20220831,2,8,61,0,P,0,116,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,666,599.4,616.05,666,699.3
4768,20220707,LH,402,20220831,2,8,55,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,666,599.4,616.05,666,699.3
5049,20220406,LH,402,20220831,2,8,147,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,666,599.4,666,699.3,705.96
1954,20221110,LH,400,20230212,6,2,94,0,P,0,294,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,566.09,509.481,566.09,594.3945,600.0554
1958,20221111,LH,400,20230212,6,2,93,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,566.09,509.481,566.09,594.3945,600.0554
2009,20221019,LH,400,20230212,6,2,116,0,P,0,294,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,566.09,509.481,566.09,594.3945,600.0554
2358,20221122,LH,400,20230722,5,7,242,0,P,0,110,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,566.09,566.09,594.3945,600.0554,605.7163
4819,20220527,LH,402,20220831,2,8,96,0,P,0,294,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,566.09,509.481,566.09,594.3945,600.0554
4934,20220717,LH,402,20220831,2,8,45,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,566.09,509.481,523.63325,566.09,594.3945
5041,20220628,LH,402,20220831,2,8,64,0,P,0,116,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,566.09,509.481,523.63325,566.09,594.3945
7297,20220904,LH,402,20230428,4,4,236,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,566.09,566.09,594.3945,600.0554,605.7163
2132,20221029,LH,400,20230212,6,2,106,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,599.4,539.46,599.4,629.37,635.364
3925,20221022,LH,401,20230211,5,2,112,0,P,0,116,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,599.4,629.37,635.364
3999,20221202,LH,401,20230502,1,5,151,0,P,0,110,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,599.4,629.37,635.364
4661,20220628,LH,402,20220831,2,8,64,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,599.4,539.46,554.445,599.4,629.37
2124,20220918,LH,400,20230212,6,2,147,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,666,599.4,666,699.3,705.96
2167,20221023,LH,400,20230212,6,2,112,0,P,0,188,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,666,599.4,666,699.3,705.96
2231,20221030,LH,400,20230503,2,5,185,0,P,0,116,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,666,666,699.3,705.96,712.62
2313,20221105,LH,400,20230503,2,5,179,0,P,0,110,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,666,599.4,666,699.3,705.96
3921,20221203,LH,401,20230211,5,2,70,0,P,0,294,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,666,599.4,616.05,666,699.3
5045,20220808,LH,402,20220831,2,8,23,0,P,0,294,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,566.09,509.481,523.63325,537.7855,566.09
646,20220717,DL,106,20220831,2,8,45,0,P,0,188,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,568.2393,511.41537,525.6213525,568.2393,596.651265
714,20220718,DL,106,20220831,2,8,44,0,P,0,294,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,568.2393,511.41537,525.6213525,568.2393,596.651265
718,20220514,DL,106,20220831,2,8,109,0,P,0,116,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,568.2393,511.41537,568.2393,596.651265,602.333658
892,20220821,DL,106,20220831,2,8,10,0,P,0,116,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,568.2393,511.41537,525.6213525,539.827335,568.2393
991,20220626,DL,106,20220831,2,8,66,0,P,0,116,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,568.2393,511.41537,525.6213525,568.2393,596.651265
2077,20221108,LH,400,20230212,6,2,96,0,P,0,110,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,632.7,569.43,632.7,664.335,670.662
2239,20221114,LH,400,20230503,2,5,170,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,Y,632.7,569.43,632.7,664.335,670.662
3853,20221026,LH,401,20230211,5,2,108,0,P,0,188,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,632.7,664.335,670.662
3917,20221116,LH,401,20230211,5,2,87,0,P,0,116,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,585.2475,632.7,664.335
7289,20221013,LH,402,20230428,4,4,197,0,P,0,116,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,632.7,632.7,664.335,670.662,676.989
710,20220406,DL,106,20220831,2,8,147,0,P,0,116,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,539.8278,485.84502,539.8278,566.81919,572.217468
778,20220407,DL,106,20220831,2,8,146,0,P,0,294,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,539.8278,485.84502,539.8278,566.81919,572.217468
927,20220821,DL,106,20220831,2,8,10,0,P,0,188,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1475,193500,93000,2,Y,482.9955,434.69595,446.7708375,458.845725,482.9955
4653,20220628,LH,402,20220831,2,8,64,0,P,0,116,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,632.7,569.43,585.2475,632.7,664.335
4764,20220513,LH,402,20220831,2,8,110,0,P,0,294,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,Y,632.7,569.43,632.7,664.335,670.662
