uuid,name,brand,street,house_number,post_code,city,latitude,longitude
0644af18-e91e-4f5c-b23b-ecee706482ce,Q1 Tankstelle,Q1,Große Diesdorfer Straße,61,39110,Magdeburg ,52.129,11.5968
06482194-8a8b-4fba-bac8-c01660e87750,"CADENBERGE, STADER STR",Shell,STADER STR. 21,"",21781,CADENBERGE,53.770113,9.060193
064d0e1d-4c3a-4b49-bafd-4551942a1808,Raiffeisen Hunsrück,Raiffeisen Hunsrück,Am Fischlerbach,4,55494,Rheinböllen,49.9978,7.678
064fadc2-89cd-41b9-b1fb-b89fb9bf9405,Mengin Tank-Stop Langgöns,Mengin,Mandlerweg,1,35428,Langgöns,50.495658874512,8.6487197875977
0650caa0-0d90-4c67-8532-20d11891cc77,AVIA Tankstelle,Tank Plus,Hauptstraße,37,93342,Saal/Donau,48.899372,11.930465
06579697-1c77-4557-a204-2d3cef9a24e0,"ANSBACH, NUERNBERGER STR.",Shell,NÜRNBERGER STR 74,"",91522,ANSBACH,49.304506,10.587001
06627310-9949-487e-acd8-7aa12f9c4deb,AVIA Tankstelle,AVIA,Im Doorgrund,2,26160,Bad Zwischenahn,53.17013,7.99864
0662d86f-f85c-4936-9cc3-61753f512d25,"Aral Tankstelle, BMV Mineralölvertriebs GmbH",ARAL,A,57,47652,Weeze,51.65228,6.198259
0664d197-1f78-4e14-b042-1ab5fe3c2e15,Esso Tankstelle,ESSO,JANSES MATTES 3, ,52525,HEINSBERG,51.030418,6.107513
066bd832-7bbe-4fd0-92f3-7e95416ccd9e,Aral Tankstelle,ARAL,Steinfurter Straße,72,59387,Ascheberg,51.80042,7.649596
066f69fb-c215-418b-9177-89e6ea5e1654,Aral Tankstelle,ARAL,Blankenauer Straße,70,09113,Chemnitz,50.85633,12.92948
06760441-a71c-4a5b-a18a-5b4d60ff0ea0,TOTAL ROSTOCK,TOTAL,TESSINER STR.,98,18055,ROSTOCK,54.08073,12.18912
067dbfe2-3a57-4ef3-beb3-de80eed28659,Raiffeisen-Warengenossenschaft Tangerhütte eG,Raiffeisen,Gewerbepark,17,39590,Tangermünde,52.5492,11.9576
06846ac7-9a84-4661-b522-e09ed38b0524,Gruibingen Autobahn Süd A8,OMV,Autobahn Süd,A8,73344,Gruibingen,48.60742,9.63081
0686143c-d892-4f9a-9d6c-9c00cccb9432,VR-Bank in Südniedersachsen eG,Raiffeisen,Neue Str.,5,37434,Gieboldehausen,51.6073,10.2071
069cea10-d28c-4af1-a8c6-9c825d9bc36d,Raiffeisen Ammerland-Saterland GmbH,Raiffeisen,Güterstr.,4,26188,Edewecht,53.1182,7.9629
06a378ac-665d-49c3-ba45-f4fef3b6faee,"LAATZEN, KARLSRUHER STR.",Shell,KARLSRUHER STR. 12,"",30880,LAATZEN,52.318089,9.797297
06ab3c7d-0bb7-4bc7-9711-7c02bc2672dd,Aral Tankstelle,ARAL,Am Rathausplatz,22,67125,Dannstadt-Schauernhe,49.4318657,8.309247
06abdb4c-f337-499a-84aa-35000483acc0,Esso Tankstelle,ESSO,HAUPTSTR. 79, ,56459,KOELBINGEN,50.54839,7.921952
06b35678-0789-43b9-996f-2d3210d04d64,Aral Tankstelle,ARAL,McDonalds-Straße,1,16356,Blumberg,52.5824242,13.587225
06bc950e-f458-4a15-8bf7-64346634f0bd,V-Markt Kaufbeuren,V-Markt Kaufbeuren,Josef-Landes-Str.,40,87600,Kaufbeuren,47.883556,10.620672
06c165b0-3038-4fc4-b1de-20197481c1ed,Calpam Tankstelle,Calpam,Aschaffenburger Str,58,63801,Kleinostheim,49.99715423584,9.0655031204224
06c2ab8f-6978-4f7b-9043-2491c5c0aa98,ACCESS ZWICKAU,Access,INN.ZWICKAUER STR.,29,08062,ZWICKAU,50.694748,12.479166
06ca0615-7132-4a92-9a28-95bd84ceae9b,"LAUCHHAMMER, LIEBENWERDAER STR.",Supermarkt C&C,LIEBENWERDAER STR. 46,"",01979,LAUCHHAMMER,51.469097,13.758917
06cba8c6-f28a-4464-8c5c-6f75955c45ed,ACCESS NEURIED,Access,DUNDENHEIMER STR.,31,77743,NEURIED,48.45091,7.816408
06cf34ed-ec1d-476d-95e6-304a707863ff,AVIA Tankstelle,AVIA,Hauptstraße,11,93197,Zeitlarn,49.07709,12.109253
06daeb2e-aad2-4b0d-bc9b-65b0b262b5ce,TOTAL LEIPZIG,TOTAL,LINDENTHALER STR.,61/63,04155,LEIPZIG,51.36601,12.366082
06e5e50a-3cd9-4420-ae63-c76ff3ed9a5c,Esso Tankstelle,ESSO,WIESLOCHER STR. 38, ,69231,RAUENBERG,49.269391,8.70175
070ac25b-cadd-40c0-b3b3-bfaf43d4a57e,BayWa Tankstelle Mellrichstadt,BayWa,Bahnhofstr.,20,97638,Mellrichstadt,50.427116,10.3082285
07103431-fd07-474c-a668-a7be1a3857a2,AVIA Tankstelle,AVIA,Flossenbürger Straße,18,92685,Floss,49.72326,12.2809105
07116389-e1bd-4a37-a3ce-bd7135f2c68e,Rensing bft-Tankstelle,"",Bentheimer Str.,46,48607,Ochtrup,52.21392,7.1797786
071542b0-8934-49a5-a28f-5ed5cfbdb1f2,Aral Tankstelle,ARAL,Mainzer Straße,273,66121,Saarbrücken,49.2255,7.029655
0722ae8c-711b-496a-8ec5-8bcfa527aeee,"GEILENKIRCHEN, SITTARDER STR.",Shell,SITTARDER STR. 120,"",52511,GEILENKIRCHEN,50.972744,6.09217
0723a4c7-583f-4d45-8c22-caa2d5e280d9,Aral Tankstelle,ARAL,Lichtenfelser Straße,38,96231,Bad Staffelstein,50.103878,11.0057936
0726b835-2258-4f57-97f6-ba82c3a28d7c,Christian Keller,Westfalen,Westkirchener Str., 7-9,59320,Ennigerloh,51.83937,8.02611
072c35bc-349b-4ffa-852e-5ac20d98c211,Aral Tankstelle,ARAL,Paderborner Tor,180/B7,34414,Warburg,51.4945946,9.126022
072f0e0b-32b3-4c40-843d-3653886d0d18,BK-Tankstelle Vogel,"",Dachauer Str. ,64-66,85229,Markt Indersdorf,48.35407,11.38116
0730c07f-c028-49b9-9199-bf1117c740a5,Aral Tankstelle,ARAL,Kempener Straße,83,41334,Nettetal,51.31069,6.290999
07372cb6-e38e-4fe8-9a5b-2a44a56446e2,"KREFELD, GLOCKENSPITZ 238.",Shell,GLOCKENSPITZ 238,"",47809,Krefeld,51.33676,6.60436
073a5059-d290-a53d-e100-00000630df04,HEIMERTINGEN - MEMMINGER STRASSE 37,Agip,Memminger Strasse,37,87751,Heimertingen,48.034999,10.153652
073b06fc-e3d8-4955-80a1-f3f0f56fb146,Wassermungenau Hauptstr. 30,OMV,Hauptstr.,30,91183,Wassermungenau,49.21678,10.88444
073f1735-92ce-4aca-ada8-2ebfe93acdcc,Aral Tankstelle,ARAL,Jakob-Degen-Straße,21,96346,Wallenfels,50.26602,11.4755793
073fd630-acb6-4c0d-aa19-ef441a1fa712,Tankstelle Kühlborn,bft,Leipziger Str.,337,37235,Hessisch-Lichtenau / Walburg,51.19841003418,9.7753190994263
07413b77-bccd-486e-c629-0e59c8e89ade,Autohaus Dehrmann,Jantzon Tankstelle,Bahnhofstr.,67,29556,Suderburg,52.902845,10.436625
074c9354-f465-4f8c-81aa-aa7ab4b3300c,TOTAL GLOTTERTAL,TOTAL,IN DEN ENGEMATTEN,2,79286,GLOTTERTAL,48.05453,7.922698
07537cb2-6c14-4ca1-702e-665a9b6f5801,ELO Lauf,ELO,Nürnberger Straße,73,91207,Lauf a.d. Pegnitz,49.508269,11.272119
07549ce7-1d29-4166-b64f-17955d9fb69c,"ST. EGIDIEN, PLATANENSTR.",Shell,PLATANENSTR. 2,"",09356,ST. EGIDIEN,50.772217,12.623325
07582765-3050-49ff-af3e-6d353d912ac6,"Möttingen, Romantische Str. 14",HEM,Romantische Str.,14,86763,Möttingen,48.810783,10.586646
076326d3-8b12-47e6-8b7e-5e8590a66fb0,Aral Tankstelle,ARAL,Willy-Brandt-Ring,20,51373,Leverkusen,51.02299,7.003646
07635362-90a7-44f1-ae93-7f0c0d13bc2c,OIL! Tankstelle Gelsenkirchen,OIL!,Lindenstraße 106,,45894,Gelsenkirchen,51.5867,7.05515
0765b645-d9b6-44f8-a697-0b0fc391e2be,BELL Oil,BELL Oil,Hauptstraße,62,35428,Langgöns-Oberkleen,50.4616737,8.584646
076c60ee-c912-49d8-85b0-e694a1dca2c5,CITTI Tankstelle,CITTI,Handwerkstraße 1,,18069,Rostock,54.123916,12.073096
076ce186-c8bb-4f38-9cd9-fbbc3586a22c,Esso Tankstelle,ESSO,WICHERNSTR. 2, ,91052,ERLANGEN,49.582556,10.993876
07730a5e-2086-4555-a3f0-e6fca156e06e,Aral Tankstelle,ARAL,Helmstedter Straße,33,38364,Schöningen,52.1453056,10.9674129
077cf0c6-f422-4a73-9f03-710294bd24c1,Aral Tankstelle,ARAL,Nieskyer Straße,9,02828,Görlitz,51.16347,14.9726849
077d22b3-0ceb-4186-92b4-74392a7c5534,Esso Tankstelle,ESSO,FRANKENBERGER LANDSTR. 2, ,34497,KORBACH,51.26948995,8.877826949
077e727d-5634-4d01-9b69-74c4ff39d8b5,BFT Bösel Friesoyther,BFT,Friesoyther Straße,2,26219,Bösel,53.006262,7.953925
078419f8-6aea-456e-a29a-501bf5d696f0,OIL! Tankstelle Glücksburg,OIL!,Flensburger Str. 15 B,,24960,Glücksburg,54.8272,9.53672
07866d4b-90e8-42f3-b9dd-c1552638e0ec,"Gründau, Am Dachberg 1",HEM,Am Dachberg,1,63584,Gründau,50.208828,9.128268
078712a4-aaf4-4bce-b2a8-3f6a25ef055b,Raiffeisen Westfalen Mitte eG,Raiffeisen,Randebrockstr.,1,33100,Paderborn,51.7242,8.79452
078be3f4-451a-4f31-8649-5eba8dbc406f,"NEUENSTEIN-AUA, IM BIEGEN.",Shell,IM BIEGEN,"",36286,NEUENSTEIN-AUA,50.91318,9.576846
07942e9f-d251-48b5-bbec-9a135a01bcd4,Jens Wandscher,Westfalen,Alexanderstr.,420,26127,Oldenburg,53.1753,8.19136
07a543ee-7e3c-4620-a03d-fe60d0d3ba71,"RASTATT, KEHLERSTR.",Shell,KEHLERSTR. 25- 27,"",76437,RASTATT,48.849425,8.203841
07b12358-2982-45bc-b50e-751df514e000,RAN Station,RAN,Rudolf-Diesel-Str.,1,89269,Vöhringen,48.2885,10.0778
07bae49e-af11-4cb6-9932-f80da888f658,Aral Tankstelle,ARAL,Hauptstraße,25,31079,Sibbesse,52.0548744,9.902859
07c1ed65-a7ce-4d1a-96e2-cd3f8e0c8c5f,Aral Tankstelle,ARAL,Nordheide,21,27798,Hude,53.109848,8.466042
07c67abb-69d4-4d5c-ab9b-88258ff4a34a,AVIA Tankstelle,AVIA,Nürnberger Straße,27,92242,Hirschau,49.541645,11.940418
07d63439-b6c5-4f92-9730-8b48191a5e32,Aral Tankstelle,ARAL,Oberstenfelder Straße,24,71717,Beilstein,49.0348167,9.316273
07ddf42f-20a9-4e2f-a2de-64e36777e69d,Esso Tankstelle,ESSO,FRANKFURTER STR. 142, ,38239,SALZGITTER,52.178434,10.483422
07de1244-c871-46f3-9bae-62ca73ebdfef,Tankstelle Rakelbusch Barsinghausen Steinklippenstraße,Rakelbusch,Steinklippenstr.,12,30890,Barsinghausen,52.316216,9.466485
07de1e3e-0814-43ba-b2c7-e0d39a5e692a,Raiba Frankenwinheim,freie Tankstelle,An der Weidach,5,97447,Frankenwinheim,49.88908,10.31312
07de8f19-1ac7-4065-9e89-5f95656299b4,"KOELN, GODORFER HAUPTSTR.",Shell,GODORFER HAUPTSTR. 144,"",50997,KOELN,50.852814,6.976029
07e07bdc-6b0d-461a-b4b5-88a680f5b229,"LUDWIGSHAFEN AM RHEIN, MAUDACHER STR.",Shell,MAUDACHER STR. 298,"",67065,LUDWIGSHAFEN AM RHEIN,49.457417,8.400015
07ea852b-f332-4326-9691-e1bbb1bed0b2,AVIA Tankstelle,AVIA,Theresienthaler Straße,7,94227,Zwiesel,49.019867,13.231247
07ecdc39-f332-40f6-bb28-3fbfa0a158ec,BK-Tankstelle Feistl,"",Augsburger Str. ,72,86316,Friedberg,48.35597,10.95549
07f6a0e7-8277-4d07-9820-30a397469799,TOTAL WIESBADEN,TOTAL,DOTZHEIMER STR.,184,65197,WIESBADEN,50.07607,8.20861
07fc4a84-6e7f-46e3-8368-ea8765e4f131,Tankstelle Jäger,Freie,Hauptstr.,1a,77815,Bühl,48.690809,8.132536
08286169-c493-4396-8e25-effdbc7204f5,RUMAG GmbH,RUMAG GmbH,Kölner Straße,8,57612,Birnbach,50.708419,7.578757
0837dc8b-544a-46a0-bcd9-546c69573942,BayWa Tankstelle  Pöttmes,BayWa,Schrobenhäusener Str.,54,86554,Pöttmes,48.58289,11.101776
08386c5e-29e9-4e40-ab34-ea2107e8eddf,Aral Tankstelle,ARAL,Amsinckstraße,48,20097,Hamburg,53.5459671,10.0151215
083e0be4-80e4-edba-bc5d-ad50ab1ab1ef,Schnitt-Brennstoffe Uwe Schnitt e. K. ,BFT,Kirchheimer Str. ,125,73249,Wernau,48.689154,9.423327
084126d8-094f-4e8e-8c15-5fbfb76d459a,Esso Tankstelle,ESSO,SANDSTR. 11, ,45964,GLADBECK,51.572492,6.983126
0848a73e-a8c2-4c14-a955-a81b9e710ab5,TOTAL FREIGERICHT,TOTAL,HANAUERSTR.,61,63579,FREIGERICHT,50.14709,9.111798
084ddfc4-4d2f-4225-b05c-aa67aa09c1e0,OIL! Tankstelle Leverkusen,OIL!,Friedrich-Ebert-Straße 261,,51373,Leverkusen,51.0216,6.99049
0850051a-50b8-4c68-b618-13f708f6dda3,Raiffeisen-Warengenossenschaft Niedersachsen Mitte eG,Raiffeisen Mitte,Raiffeisenweg,1,27321,Morsum,52.9555,9.08366
08526558-983d-4260-952f-3a31a9f4f528,UNITOL Tankstelle,Tankstelle,Frankfurter Straße,45,65428,Rüsselsheim,49.9967,8.41757
0865a4e7-a40d-4c92-b500-493e6b765b1a,Annina Zahradnik,NORDOEL,Ludwigsluster Chaussee ,15a,19300,Grabow,53.28482,11.55461
0868c839-f0cd-4ceb-a53c-4a6de271b606,Tankstelle am Marktkauf,Marktkauf,Niederkainer Str. 14,,02625,Bautzen,51.188241,14.456338
0869abd2-7ee9-47a8-8afc-9cf557a29408,TOTAL SCHOENEWALDE,TOTAL,BRANDISERSTR.,1,04916,SCHOENEWALDE,51.813385,13.208991
086f78e0-6137-4a3d-977b-f31ffdf433c9,Raiffeisen Waren GmbH,Raiffeisen,Peiner Straße,2,38176,Wendeburg,52.3282,10.3937
08708d8c-1dfa-44cb-b79b-63599c26b370,"VEITSHOECHHEIM, SCHEFFELSTR.",Shell,SCHEFFELSTR. 1,"",97209,VEITSHOECHHEIM,49.824721,9.879328
08715c48-a29e-4d38-86cb-5c2cca4be1ea,Raiffeisen Maria-Veen-Lette eG,Raiffeisen,Raiffeisenstr.,5,48734,Reken - Maria-Veen,51.8401,7.0993
087bc6cf-fd2d-417a-98ad-725c51a6e6af,Kuster Oil Tankstelle,Kuster oil,Bahnhofstraße,159,46562,Voerde,51.6032,6.70303
08827d14-e99c-4e7d-9013-b0cc6d612d5e,TOTAL REMSECK,TOTAL,ALDINGER STR.,8,71686,REMSECK,48.87528,9.270556
088cbb3c-0b00-46fb-84ef-6317f1785055,München Friedrich-Eckart-Strasse 39,OMV,Friedrich-Eckart-Str.,39,81929,München,48.1449,11.63951
08941d40-d027-4ec5-b07b-016be5feeb50,Aral Tankstelle,ARAL,Wolfenbütteler Straße,51,38124,Braunschweig,52.23498,10.52775
08a67e2e-29ee-4941-be57-6ce8ebe2b556,AVIA Station,AVIA,Rothenburger Straße,15,91625,Schnelldorf,49.198532,10.176184
08c2a0d0-199d-401a-b33c-29a7d7f9a501,Amberg Köferinger Strasse 2,OMV,Köferinger Str.,2,92224,Amberg,49.43697,11.85764
08d7c663-2804-4d6e-bbdf-12330c3578c4,Reichertshofen Ingolstädter Strasse 24,OMV,Ingolstädter Strasse,24,85084,Reichertshofen,48.65998,11.46424
08dd9acd-ff8d-40f4-98a0-59562b4e70b3,"OFFENBACH, STRAHLENBERGER ST.",Shell,STRAHLENBERGER STR. 118,"",63067,Offenbach,50.106708,8.732733
08dea051-d184-433f-9975-fe43068072d4,"UEBACH-PALENBERG, ROERMONDER STR.",Shell,ROERMONDER STR. 35-37,"",52531,UEBACH-PALENBERG,50.912748,6.13748
08e31c46-f133-4720-87f2-089c19107de4,Josef Schaus ,ED,Luxemburger Straße,"",54649,Waxweiler,50.091637,6.367967
08e6ba44-8144-4a8a-99d2-906d272de382,Herzogenaurach Autobahn Süd A3,OMV,Autobahn Süd,A3,91074,Herzogenaurach,49.58264,10.92685
08ef94ae-2071-4b49-bcff-42f3cbb2e7b2,Aral Tankstelle,ARAL,Wittener Straße,66,44789,Bochum,51.4774857,7.227767
08f2c487-8cfb-4924-b342-c5f39ca179e2,Aral Tankstelle,ARAL,Herbertinger Straße,1,88348,Bad Saulgau,48.01911,9.49707
08f346c1-8034-4bf6-a573-3b40b2f40dff,AMBERG - NUERNBERGER STRASSE 2A,Agip,Nuernberger Strasse,2A,92224,Amberg,49.4435171,11.844872
08f3cb2e-f7d6-45c0-b516-07a287c46e43,Wild Tankstellen GmbH,SHELL,Vor dem Bardowicker Tore,33,21339,Lüneburg,53.25671,10.40936
090083a8-4b6f-47f9-b4f5-0a0c0acd77bf,Tankstelle,BFT,Burgkunstadter Straße,68,96260,Weismain,50.0904,11.238604
09046b8d-484f-401d-be99-4d433f735177,Calpam Tankstelle,Calpam,Hauptstr,153,63500,Seligenstadt,50.040138244629,8.9944667816162
0905ac3b-ad74-46fa-bb27-18e55973a3c8,Bäuerliche Bezugs- und Absatzgenossenschaft Vechta-Langförden eG,Raiffeisen,Oldenburger Str.,250,49377,Vechta-Calveslage,52.7672,8.26663
0908bc0a-2e73-418d-a300-e59fc46e9729,Aral Tankstelle,ARAL,Werler Straße,56,59469,Ense,51.50381,7.969485
090dab89-cb87-4302-9053-e945df0bbfd1,Esso Tankstelle,ESSO,FRIEDBERGER STR. 165, ,86163,AUGSBURG,48.355877,10.951595
0917ab79-d970-4db4-9412-cb4a2d552d5d,ELAN CASTROP-RAUXEL,ELAN,RECKLINGHAUSER STR.,50,44581,CASTROP-RAUXEL,51.584255,7.34503
091edf78-d193-43f2-946d-57ad79c7cccd,Esso Tankstelle,ESSO,MITTELSTR. 47, ,33181,BAD WUENNENBERG,51.522148,8.704847
091f3548-a5fb-487e-a9b1-ca517dd1bcd6,Jantzon Tankstelle,Joiss,Höxtersche Str.,40,37671,Höxter,51.709481,9.312801
092b6bef-776f-41e5-bcd9-577b2eb14bda,"MASSING, EGGENFELDENERSTR",Shell,EGGENFELDENERSTR. 36,"",84323,Massing,48.39478,12.614749
092d415c-4c43-48a5-952d-e1fbbba81a54,bft Tankstelle Strehla,BFT,Riesaer Str.,6,01616,Strehla,51.3514,13.23557
09351f7a-734e-4d50-8abd-826b4099bb4c,Tankcenter Krebs,Freie Tankstelle,Ansbacher Str. ,18,91717,Wassertruedingen,49.0449,10.5989
093e9045-0d7d-4822-862c-aa8001c00272,bft Tankstelle Dieter Fritz,BFT,Hauptstr.,91,77839,Lichtenau,48.72161,8.00142
0947c43c-cbd6-4eca-9e6f-26d2bbc825ed,TOTAL SAARLOUIS,TOTAL,BAB A 620 SUEDSEITE,"",66740,SAARLOUIS,49.299797,6.748377
094bae84-9ef4-488f-9eb3-337b76f87e6c,LEO Herzberg,LEO,Herzberger Str.,10,37412,Herzberg,51.6127,10.3226
0950d6fe-cd70-4306-ab2f-7aa03a59bd9a,BELL Oil,BELL Oil,Hauptstraße,221,56575,Weißenthurm,50.4224,7.445442
0951c077-4ecc-45c8-91cc-efc184a717ed,Tankstelle Schmid,SB-Tanken,Kolbinger Strasse,4,78570,Muehlheim an der Donau,48.030566,8.886517
09626ef9-ac6f-462c-8a56-43cfc5036309,CLASSIC Hamburg,CLASSIC,Langenhorner Chaussee,216,22415,Hamburg,53.6496,10.0096
096374a1-4d45-41f7-8031-c54ade53a9ac,BayWa Tankstelle Lauingen ,BayWa,Riedhauser Str.,66,89415,Lauingen,48.57314,10.42018
096797fc-0c68-485f-bf2a-3ad09a7cbdeb,OIL! Tankstelle Lennestadt,OIL!,Meggener Str 9,,57368,Lennestadt,51.1252,8.06381
096ac8b7-190d-4def-a860-6d2002f4b84e,M1 Lehrte,M1,Everner Str.,41,31275,Lehrte,52.36773,9.9967
096eb876-1888-4ec0-b64d-8d2369a319eb,Aral Tankstelle,ARAL,Geesthachter Straße,24-28,21502,Geesthacht,53.4406,10.3656216
096ee56b-2c96-485d-b202-409ddb91776b,FREIBURG - MERZHAUSER STRASSE 104,Agip,Merzhauser Strasse,104,79100,Freiburg,47.97979,7.83187
097bd560-8bc2-4948-a504-20ac65ce701f,Esso Tankstelle,ESSO,KOBLENZER STR. 9, ,66822,LEBACH,49.429773,6.945798
097e5a47-bd7c-4d68-9f9d-7529c347b696,Nürnberg Regensburger Str. 85,OMV,Regensburger Str.,85,90478,Nürnberg,49.44332,11.10394
0980b263-6f63-475e-8eda-930cdfdf69a1,Tankstelle Hillesheim,Freie,Raiffeisenstraße,2,54576,Hillesheim,50.295323,6.671005
09839b72-1976-4e20-b617-acccecf75ea0,"LUDWIGSHAFEN AM RHEIN, STERNSTR.",Shell,STERNSTR. 101,"",67063,LUDWIGSHAFEN AM RHEIN,49.494919,8.41414
09874948-9db6-4bc0-8fc7-2a7f224d3375,VR-Bank in Südniedersachsen eG,Raiffeisen,Göttinger Str.,3,37181,Hardegsen,51.6526,9.83378
098e8a1f-7774-4051-8328-f70a2fce3c1b,"BIELEFELD, ECKENDORFERSTR.",Shell,ECKENDORFERSTR. 28,"",33609,BIELEFELD,52.032917,8.55645
09978ef8-5fa5-46d5-8389-957eb7cd8540,Aral Tankstelle,ARAL,Grueneburgweg,67,60323,Frankfurt,50.12197,8.669096
0998a5ff-9573-4110-b0d5-c8adcdbe1d92,BayWa Tankstelle,BayWa,Trostberger Straße,16,83301,Traunreut,47.962204,12.610785
099da969-efa6-41e5-8d9c-7d674e447cad,TOTAL BAD SCHMIEDEBERG,TOTAL,KEMBERGER STR.,"",06905,BAD SCHMIEDEBERG,51.693897,12.737083
099f7a03-ab8e-4726-8e19-1f639235ab75,Aral Tankstelle,ARAL,Brückenstraße,2,35638,Leun,50.5480843,8.358471
09ab1313-4a41-49b8-b1c5-fd70ab7eff81,Sprint Emden Auricher Str.,Sprint,Auricher Str.,21,26721,Emden,53.387501,7.2076802
09af89a2-370b-4566-83d2-45f985e0c928,"HALLE, DESSAUER STR.",Shell,DESSAUER STR. 80,"",06118,HALLE,51.513093,11.994777
09bb51b8-8666-42c2-bb32-8063c0ad5f13,BayWa Tankstelle Bad Abbach II,BayWa,Industriestr. ,5,93077,Bad Abbach,48.92468,12.008841
09c3e387-1b81-4c37-8b4b-a8dc01a38ca2,Aral Tankstelle,ARAL,Speyerer-Straße,105a,67117,Limburgerhof,49.4219627,8.394073
09c46b5b-20c0-4dcf-a4d4-e6c67f6d5bb0,Aral Tankstelle,ARAL,Bismarckstraße,2,10625,Berlin,52.51281,13.3197422
09c65252-fdda-4510-8bd8-0bd373a4b8c0,Aral Tankstelle,ARAL,Brückenstraße,83,51643,Gummersbach,51.0237045,7.555455
09c696df-a8d6-4d0a-b3e1-681896740459,"WESEL, WESELER STR.",Shell,WESELER STR. 101,"",46487,WESEL,51.638913,6.587103
09c7579d-7221-4364-a2c4-ea64a1dd8cb1,"BAD DRIBURG, DRINGENBERGER STR.",Shell,DRINGENBERGER STR. 54,"",33014,BAD DRIBURG,51.722372,9.016565
09cfe0a7-effb-4e02-941d-6a6be90f2e7e,"RENDSBURG, KIELER STR.",Shell,KIELER STR. 31 B,"",24768,RENDSBURG,54.304704,9.678292
09d1a4e5-ddb1-44e3-bea7-56dd61db6433,Tanktreff Vellahn,,Berliner Straße,6,19260,Vellahn,53.39443,10.96541
09d2bb9c-e5a6-4ecc-bfc2-e210dd59071e,Hans Heinrich Mundt e.K.,Hans Heinrich Mundt e.K.,Eichkamp,20,24217,Schönberg i.H.,54.3866,10.379
09d3086f-f4b8-4a77-8c6a-70cbfed6f6db,"MOELLN, VORKAMP",Shell,VORKAMP 19,"",23879,MOELLN,53.62023,10.676626
09d5951b-3495-4160-a14a-52290eda4406,Hörndl Tank-u. Servicecenter,Hörndl Freie Tankstelle,Gewerbebogen,4,85661,Forstinning,48.17095,11.92062
09d67b14-4dbb-4edc-98aa-e6cceb9467c1,Hubel Maria,bft - Walther,Meininger Str. 16 -18,"",97440,Werneck,49.9853,10.10222
09d6912f-0b17-4b80-9a90-8e9bbc297895,FTO-Freie Tankstelle Oliv,,Hauptstr,11,82549,Königsdorf,47.818496,11.482945
09d9ac0e-fdde-4922-9ec9-975813925638,Esso Tankstelle,ESSO,WIPPERFUERTHER STR. 360, ,51515,KUERTEN,51.051782,7.265473
09dda305-8b9c-40ff-9fc7-cce553c5b187,AVIA Automatenstation,AVIA,Am Augraben,11,18273,Güstrow,53.805016,12.245005
09e2aaa0-893f-46b5-ada0-1237e4507c04,"Aral Tankstelle, BAT RENCHTAL OST",ARAL,A,5,77767,Appenweier,48.561718,7.956888
09eab524-f787-42ed-aeb5-6ca2ed32ad8a,"GRONAU (WESTF.), OCHTRUPER STR",Shell,OCHTRUPER STR. 143,"",48599,GRONAU (WESTF.),52.2049,7.052267
09ee977e-c04e-4db1-98bf-b507b123423c,SVG Tankstelle Düsseldorf Albertstraße,SVG Düsseldorf,Albertstr.,31,40233,Düsseldorf,51.22056,6.806093
09efaa86-9a96-4cee-aa59-390b50deda18,AVIA Tankstelle,AVIA,Birkesdorfer Straße,56/58,52353,Düren,50.83107,6.443411
09f1aa50-83d0-487d-9397-87186d164093,Esso Tankstelle,ESSO,MUEHLENBLICK 1, ,17348,WOLDEGK,53.46353,13.564122
09fba7e2-6606-462a-b03e-ef807254037d,"BAUNATAL, AM EINKAUFSZENTRUM",Shell,AM EINKAUFSZENTRUM,"",34225,BAUNATAL,51.254355,9.4154
09fef7dc-4701-4b36-8048-44b0b9dade52,Aral Tankstelle,ARAL,Jacob-Schüle-Straße,60,73655,Plüderhausen,48.8018341,9.591705
0a04c648-965f-45b0-9470-b05db049ed70,EFA Tankstellenbetriebe und Mineralölhandel GmbH,BFT,Hertzstraße,2,76275,Ettlingen,48.94733,8.3826
0a0c7df4-cc9a-45f8-9688-b1fe113d595e,Markus Kratzer,Westfalen,Roxeler Str.,556,48161,Münster,51.9553,7.53859
0a0efc96-8075-4760-a130-20e333944587,Esso Tankstelle,ESSO,OLDENBURGER STR. 247, ,26203,WARDENBURG,53.06146,8.197243
0a189bbe-e1b1-4ecf-b82b-ecb3a63b58f6,TOTAL BORNHEIM,TOTAL,AM HELLENKREUZ,1,53332,BORNHEIM,50.762398,6.9758115
0a19580f-9a7f-435b-adc9-01ee02256662,ROEDERMARK-URBERACH - KONRAD-ADENA,Agip,Konrad-Adenauer-Str.,71,63322,Roedermark-Urberach,49.9743407,8.7894931
0a1e32b1-c869-48e2-b1a8-6e6ea737542c,"SAARLOUIS, LISDORFER STR.",Shell,LISDORFER STR.,"",66740,SAARLOUIS,49.310404,6.754722
0a228993-6a13-4e66-9293-dd78364a6772,Aral Tankstelle,ARAL,Aschaffenburger Straße,3,64832,Babenhausen,49.957428,8.958051
0a2e4388-fcc0-448f-9dfd-c1ce45e114cb,Aral Tankstelle,ARAL,Dr.-Heinrich-Jasper-Str.,"",38667,Bad Harzburg,51.89044,10.5436029
0a332404-e6f0-400b-8691-7dcb5ac32b91,bft Tankstelle,bft,Hauptstraße,150,56170,Bendorf,50.4263,7.57205
