,COLUMN_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,ID
808,1558,0.0,0.0,3.0,11.0,13.0,15.0,3.0,0.0,0.0,4.0,16.0,14.0,11.0,16.0,8.0,0.0,0.0,2.0,5.0,0.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0,11.0,15.0,8.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,3.0,0.0,0.0,3
809,1559,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,3.0,5.0,0.0,0.0,5.0,16.0,0.0,4.0,15.0,4.0,0.0,0.0,5.0,16.0,16.0,16.0,15.0,2.0,0.0,0.0,0.0,11.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,4
810,1560,0.0,0.0,4.0,13.0,16.0,14.0,0.0,0.0,0.0,2.0,14.0,16.0,12.0,4.0,0.0,0.0,0.0,13.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,5
811,1561,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,7.0,12.0,2.0,0.0,0.0,0.0,9.0,16.0,15.0,13.0,6.0,0.0,0.0,0.0,13.0,14.0,2.0,13.0,6.0,0.0,0.0,0.0,14.0,15.0,13.0,16.0,4.0,0.0,0.0,0.0,1.0,10.0,16.0,10.0,0.0,0.0,6
812,1562,0.0,0.0,0.0,7.0,16.0,16.0,11.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,2.0,9.0,11.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,9
813,1563,0.0,0.0,5.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,9.0,0.0,0.0,0.0,1.0,15.0,6.0,1.0,12.0,1.0,0.0,0.0,3.0,16.0,1.0,0.0,10.0,4.0,0.0,0.0,5.0,16.0,5.0,0.0,11.0,2.0,0.0,0.0,2.0,16.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,11.0,13.0,14.0,12.0,0.0,0.0,0.0,0.0,3.0,15.0,15.0,5.0,0.0,0.0,0
814,1564,0.0,0.0,2.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,4.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,1.0,0.0,0.0,0.0,7.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,9.0,0.0,0.0,0.0,1
815,1565,0.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,14.0,9.0,0.0,0.0,0.0,3.0,15.0,1.0,10.0,9.0,0.0,0.0,0.0,2.0,7.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,7.0,16.0,13.0,14.0,16.0,4.0,0.0,0.0,4.0,15.0,0.0,0.0,5.0,4.0,2
816,1566,0.0,0.0,10.0,16.0,15.0,7.0,0.0,0.0,0.0,6.0,16.0,6.0,10.0,16.0,2.0,0.0,0.0,8.0,6.0,5.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,1.0,0.0,0.0,0.0,11.0,16.0,16.0,8.0,1.0,0.0,3
817,1567,0.0,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,6.0,0.0,8.0,5.0,0.0,0.0,12.0,14.0,0.0,5.0,16.0,8.0,0.0,0.0,12.0,15.0,14.0,16.0,13.0,0.0,0.0,0.0,1.0,11.0,14.0,16.0,5.0,0.0,0.0,0.0,0.0,4.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,4
818,1568,0.0,0.0,10.0,16.0,16.0,14.0,0.0,0.0,0.0,4.0,16.0,14.0,10.0,8.0,0.0,0.0,0.0,13.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,13.0,2.0,0.0,0.0,0.0,3.0,8.0,9.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,5.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,12.0,15.0,5.0,0.0,0.0,0.0,5
819,1569,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,10.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,1.0,0.0,0.0,0.0,8.0,16.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,11.0,1.0,0.0,6
820,1570,0.0,0.0,10.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,13.0,13.0,14.0,11.0,0.0,0.0,0.0,0.0,4.0,8.0,15.0,15.0,4.0,0.0,0.0,0.0,10.0,16.0,16.0,13.0,3.0,0.0,0.0,0.0,1.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,7
821,1571,0.0,0.0,5.0,12.0,16.0,15.0,0.0,0.0,0.0,3.0,16.0,8.0,9.0,16.0,0.0,0.0,0.0,4.0,16.0,14.0,16.0,7.0,0.0,0.0,0.0,5.0,16.0,15.0,5.0,0.0,0.0,0.0,0.0,8.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,2.0,0.0,0.0,0.0,8
822,1572,0.0,0.0,0.0,7.0,12.0,16.0,16.0,15.0,0.0,0.0,9.0,16.0,10.0,4.0,16.0,10.0,0.0,0.0,14.0,16.0,13.0,14.0,12.0,1.0,0.0,0.0,4.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,9
823,1573,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,13.0,5.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,11.0,3.0,15.0,0.0,0.0,0.0,0.0,14.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,9.0,13.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0
824,1574,0.0,0.0,0.0,4.0,11.0,15.0,15.0,2.0,0.0,1.0,10.0,16.0,13.0,14.0,14.0,2.0,0.0,5.0,16.0,16.0,16.0,16.0,14.0,0.0,0.0,0.0,9.0,8.0,8.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,9
825,1575,0.0,0.0,7.0,15.0,16.0,16.0,1.0,0.0,0.0,9.0,16.0,16.0,10.0,5.0,0.0,0.0,0.0,14.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,11.0,14.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,5
826,1576,0.0,8.0,13.0,15.0,16.0,16.0,8.0,0.0,0.0,9.0,16.0,16.0,13.0,11.0,5.0,0.0,0.0,6.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,5
827,1577,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,8.0,4.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,15.0,3.0,0.0,0.0,1.0,16.0,13.0,4.0,11.0,11.0,0.0,0.0,0.0,11.0,14.0,9.0,15.0,11.0,0.0,0.0,0.0,1.0,14.0,16.0,15.0,6.0,0.0,6
828,1578,0.0,0.0,5.0,15.0,14.0,13.0,2.0,0.0,0.0,0.0,12.0,15.0,9.0,7.0,1.0,0.0,0.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,6.0,12.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,5
829,1579,0.0,0.0,2.0,14.0,13.0,3.0,0.0,0.0,0.0,0.0,13.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,12.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,10.0,5.0,0.0,0.0,5.0,16.0,1.0,0.0,8.0,5.0,0.0,0.0,3.0,16.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,16.0,8.0,5.0,14.0,3.0,0.0,0.0,0.0,4.0,16.0,16.0,9.0,1.0,0.0,0
830,1580,0.0,0.0,0.0,4.0,12.0,16.0,11.0,0.0,0.0,0.0,15.0,12.0,0.0,5.0,9.0,0.0,0.0,4.0,16.0,5.0,6.0,15.0,3.0,0.0,0.0,3.0,15.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,9
831,1581,0.0,0.0,0.0,9.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,16.0,3.0,0.0,0.0,0.0,13.0,4.0,0.0,15.0,5.0,0.0,0.0,0.0,15.0,11.0,14.0,16.0,2.0,0.0,0.0,8.0,16.0,16.0,13.0,5.0,0.0,0.0,0.0,3.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,8
832,1582,0.0,0.0,6.0,14.0,16.0,15.0,1.0,0.0,0.0,9.0,16.0,12.0,9.0,16.0,3.0,0.0,0.0,12.0,16.0,11.0,14.0,13.0,0.0,0.0,0.0,7.0,15.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,9
833,1583,0.0,0.0,0.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,10.0,11.0,0.0,0.0,0.0,0.0,6.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,9.0,0.0,0.0,0.0,1.0,16.0,12.0,11.0,5.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,9.0,14.0,9.0,0.0,0.0,8
834,1584,0.0,0.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,7.0,7.0,0.0,0.0,3.0,16.0,3.0,2.0,15.0,9.0,0.0,0.0,9.0,16.0,8.0,12.0,15.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,4
835,1585,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,1
836,1586,0.0,0.0,8.0,15.0,16.0,10.0,0.0,0.0,0.0,0.0,7.0,10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,12.0,1.0,0.0,0.0,3.0,16.0,16.0,16.0,12.0,4.0,0.0,0.0,1.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,7
837,1587,0.0,2.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,12.0,14.0,12.0,16.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,16.0,7.0,1.0,0.0,0.0,0.0,4.0,15.0,16.0,16.0,10.0,0.0,0.0,1.0,16.0,16.0,12.0,5.0,2.0,0.0,0.0,0.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,7
838,1588,0.0,2.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,1.0,9.0,5.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,6.0,15.0,14.0,2.0,0.0,0.0,0.0,1.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,5.0,0.0,0.0,0.0,1.0,16.0,16.0,13.0,1.0,0.0,0.0,3
839,1589,0.0,4.0,16.0,16.0,16.0,15.0,3.0,0.0,0.0,11.0,16.0,14.0,8.0,8.0,1.0,0.0,0.0,12.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,5
840,1590,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,1
841,1591,0.0,0.0,0.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,7.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,11.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,14.0,1.0,0.0,0.0,1.0,16.0,10.0,0.0,14.0,2.0,0.0,0.0,0.0,15.0,13.0,3.0,15.0,3.0,0.0,0.0,0.0,9.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,8.0,0.0,0.0,0
842,1592,0.0,0.0,9.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,9.0,14.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,11.0,4.0,0.0,0.0,0.0,13.0,14.0,0.0,7.0,5.0,0.0,0.0,3.0,14.0,1.0,0.0,10.0,4.0,0.0,0.0,3.0,14.0,0.0,2.0,15.0,1.0,0.0,0.0,2.0,13.0,8.0,12.0,11.0,0.0,0.0,0.0,0.0,8.0,14.0,10.0,1.0,0.0,0.0,0
843,1593,0.0,0.0,5.0,16.0,15.0,5.0,0.0,0.0,0.0,0.0,8.0,13.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,11.0,10.0,10.0,15.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,15.0,13.0,4.0,0.0,0.0,7.0,16.0,13.0,10.0,8.0,3.0,2
844,1594,0.0,3.0,12.0,16.0,9.0,0.0,0.0,0.0,0.0,13.0,15.0,8.0,15.0,2.0,0.0,0.0,0.0,11.0,6.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,4.0,6.0,1.0,0.0,2.0,15.0,16.0,16.0,16.0,16.0,3.0,2
845,1595,0.0,2.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,2.0,1.0,0.0,0.0,1.0,8.0,16.0,14.0,16.0,10.0,0.0,0.0,10.0,16.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,7
846,1596,0.0,0.0,7.0,15.0,15.0,6.0,0.0,0.0,0.0,4.0,16.0,16.0,11.0,15.0,0.0,0.0,0.0,7.0,16.0,10.0,10.0,16.0,1.0,0.0,0.0,3.0,11.0,16.0,16.0,6.0,0.0,0.0,0.0,1.0,15.0,16.0,10.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,13.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,5.0,15.0,15.0,2.0,0.0,0.0,8
847,1597,0.0,0.0,1.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,3.0,10.0,13.0,13.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,12.0,4.0,0.0,0.0,0.0,1.0,13.0,15.0,14.0,16.0,7.0,2
848,1598,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,10.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,12.0,0.0,0.0,0.0,2.0,16.0,9.0,0.0,10.0,5.0,0.0,0.0,4.0,16.0,8.0,0.0,7.0,8.0,0.0,0.0,1.0,16.0,3.0,0.0,10.0,7.0,0.0,0.0,0.0,8.0,13.0,9.0,16.0,6.0,0.0,0.0,0.0,1.0,10.0,16.0,13.0,1.0,0.0,0
849,1599,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,1.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,3.0,0.0,0.0,0.0,7.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,1
850,1600,0.0,2.0,13.0,16.0,12.0,0.0,0.0,0.0,0.0,9.0,15.0,10.0,16.0,3.0,0.0,0.0,0.0,5.0,7.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,1.0,3.0,7.0,1.0,0.0,3.0,16.0,12.0,10.0,16.0,11.0,1.0,0.0,0.0,13.0,16.0,13.0,7.0,1.0,0.0,2
851,1601,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,12.0,9.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,9.0,8.0,0.0,0.0,0.0,11.0,16.0,2.0,8.0,9.0,0.0,0.0,0.0,3.0,16.0,5.0,12.0,10.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,2.0,0.0,6
852,1602,0.0,0.0,11.0,15.0,16.0,10.0,0.0,0.0,0.0,8.0,16.0,8.0,15.0,16.0,0.0,0.0,0.0,5.0,6.0,10.0,16.0,8.0,0.0,0.0,0.0,0.0,4.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,0.0,0.0,0.0,3
853,1603,0.0,2.0,11.0,14.0,14.0,9.0,0.0,0.0,0.0,3.0,10.0,7.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,4.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,13.0,1.0,0.0,0.0,0.0,3
854,1604,0.0,2.0,13.0,16.0,15.0,2.0,0.0,0.0,0.0,15.0,14.0,7.0,16.0,5.0,0.0,0.0,0.0,10.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,15.0,8.0,0.0,0.0,0.0,15.0,16.0,13.0,8.0,2.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,7
855,1605,0.0,0.0,9.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,4.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,0.0,0.0,0.0,3
856,1606,0.0,0.0,8.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,0.0,0.0,0.0,0.0,2.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,0.0,3.0,12.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,5.0,0.0,0.0,3
857,1607,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,8.0,0.0,6.0,5.0,0.0,0.0,9.0,16.0,6.0,12.0,16.0,9.0,0.0,0.0,7.0,16.0,16.0,16.0,15.0,1.0,0.0,0.0,0.0,3.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0,0.0,4
858,1608,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,14.0,15.0,16.0,7.0,0.0,0.0,0.0,10.0,16.0,15.0,12.0,12.0,0.0,0.0,0.0,6.0,16.0,13.0,14.0,12.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,3.0,0.0,6
859,1609,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,14.0,16.0,14.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,13.0,6.0,0.0,0.0,0.0,5.0,13.0,9.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,15.0,12.0,1.0,0.0,6
